Customer_ID,Age,Gender,Marital_Status,Education_Level,Employment_Type,Annual_Income,Region,Credit_Score,Existing_Loans_Count,Dependents,Account_Balance,Loan_ID,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,Debt_to_Income_Ratio_%,Application_Date,Approval_Date,Loan_Status,Default_Risk_Flag,Approval_Days,Loan_to_Income_Ratio,Loan_to_Income_Exposure_%,Application_Year,Application_Month,Application_Month_Name,Approval_Year,Loan_Size_Category,Credit_Score_Category,Loan_Exposure_Category
CUST6344,32,Male,Divorced,Master,Unemployed,171770,West,600,5,4,409111,LOAN6344,Car Loan,989552,24,8.96,576.09,2023-06-14,2023-06-15,Default,1,1,5.760912848576585,576.0912848576585,2023,6,June,2023,Large,Fair,Very High
CUST6345,39,Female,Single,PhD,Unemployed,29128,West,645,4,3,460512,LOAN6345,Business Loan,385119,12,7.95,1322.16,2021-11-07,2021-11-20,Default,1,13,13.22160807470475,1322.160807470475,2021,11,November,2021,Medium,Fair,Extreme
CUST6346,35,Female,Single,High School,Business,135623,West,629,5,4,387325,LOAN6346,Business Loan,190536,60,10.22,140.49,2022-08-20,2022-09-02,Default,1,13,1.4048944500564065,140.48944500564065,2022,8,August,2022,Small,Fair,Moderate
CUST6347,52,Female,Married,Master,Salaried,93098,South,777,5,0,458590,LOAN6347,Business Loan,201394,12,11.15,216.32,2018-07-17,2018-07-26,Default,1,9,2.1632473307697264,216.32473307697265,2018,7,July,2018,Small,Very Good,Moderate
CUST6348,56,Male,Single,Master,Business,47189,East,643,0,4,60067,LOAN6348,Home Loan,374287,84,13.03,793.17,2018-09-11,2018-09-25,Default,1,14,7.931657801606306,793.1657801606307,2018,9,September,2018,Medium,Fair,Very High
CUST6349,63,Female,Single,Master,Unemployed,186537,South,367,2,1,220027,LOAN6349,Business Loan,636805,120,7.91,341.38,2019-05-20,2019-05-29,Default,1,9,3.413826747508537,341.3826747508537,2019,5,May,2019,Large,Poor,High
CUST6350,42,Male,Divorced,PhD,Unemployed,69205,South,779,5,2,42961,LOAN6350,Education Loan,982481,120,6.52,1419.67,2020-04-22,2020-04-25,Default,1,3,14.196676540712376,1419.6676540712376,2020,4,April,2020,Large,Very Good,Extreme
CUST6351,47,Male,Divorced,PhD,Business,22941,West,731,4,3,234608,LOAN6351,Car Loan,946851,84,6.04,4127.33,2020-08-24,2020-08-30,Default,1,6,41.273309794690725,4127.330979469072,2020,8,August,2020,Large,Good,Extreme
CUST6352,62,Male,Divorced,High School,Self-Employed,187216,North,430,4,2,231968,LOAN6352,Education Loan,398553,120,12.84,212.88,2022-01-28,2022-01-30,Default,1,2,2.1288404837193404,212.88404837193406,2022,1,January,2022,Medium,Poor,Moderate
CUST6353,53,Female,Married,Bachelor,Business,153104,Central,560,5,4,60729,LOAN6353,Home Loan,1257909,60,11.34,821.6,2019-09-07,2019-09-14,Default,1,7,8.216042689936252,821.6042689936252,2019,9,September,2019,Very Large,Poor,Very High
CUST6354,54,Female,Married,Master,Salaried,190954,North,804,4,3,288201,LOAN6354,Car Loan,1014496,36,7.32,531.28,2021-03-21,2021-03-30,Default,1,9,5.312776899148486,531.2776899148486,2021,3,March,2021,Very Large,Excellent,Very High
CUST6355,53,Female,Divorced,PhD,Self-Employed,170087,East,559,2,4,299131,LOAN6355,Home Loan,602406,60,8.07,354.18,2021-06-04,2021-06-15,Default,1,11,3.541752162128793,354.17521621287926,2021,6,June,2021,Large,Poor,High
CUST6356,48,Female,Divorced,Master,Unemployed,187420,East,610,3,3,340689,LOAN6356,Education Loan,82024,120,6.35,43.76,2020-11-20,2020-11-30,Approved,0,10,0.43764806317362076,43.76480631736207,2020,11,November,2020,Small,Fair,Low
CUST6357,60,Female,Single,PhD,Salaried,31832,South,551,1,1,442594,LOAN6357,Education Loan,81926,120,8.47,257.37,2019-12-29,2020-01-07,Default,1,9,2.5736994219653178,257.3699421965318,2019,12,December,2020,Small,Poor,Moderate
CUST6358,58,Male,Divorced,PhD,Self-Employed,134538,Central,563,2,4,89803,LOAN6358,Business Loan,836979,48,7.01,622.11,2021-11-02,2021-11-03,Default,1,1,6.221134549346653,622.1134549346652,2021,11,November,2021,Large,Poor,Very High
CUST6359,46,Female,Single,Master,Salaried,44407,East,662,3,3,262288,LOAN6359,Home Loan,934074,36,16.24,2103.44,2023-06-16,2023-06-29,Default,1,13,21.034386470601483,2103.4386470601485,2023,6,June,2023,Large,Fair,Extreme
CUST6360,56,Male,Married,High School,Self-Employed,60427,South,744,0,0,63199,LOAN6360,Business Loan,1243385,36,16.78,2057.66,2020-07-12,2020-07-23,Default,1,11,20.57664620120145,2057.6646201201447,2020,7,July,2020,Very Large,Very Good,Extreme
CUST6361,59,Male,Married,High School,Salaried,110331,Central,580,0,4,130240,LOAN6361,Personal Loan,721545,24,10.29,653.98,2018-09-04,2018-09-05,Default,1,1,6.539821083829567,653.9821083829568,2018,9,September,2018,Large,Fair,Very High
CUST6362,44,Female,Divorced,Bachelor,Salaried,36663,North,592,1,3,20440,LOAN6362,Home Loan,493992,120,6.05,1347.39,2019-08-26,2019-08-28,Default,1,2,13.473856476556747,1347.3856476556748,2019,8,August,2019,Medium,Fair,Extreme
CUST6363,60,Female,Divorced,Bachelor,Self-Employed,48631,South,616,4,2,466246,LOAN6363,Home Loan,330711,84,5.09,680.04,2019-03-17,2019-03-26,Default,1,9,6.800415372910283,680.0415372910284,2019,3,March,2019,Medium,Fair,Very High
CUST6364,45,Male,Married,High School,Salaried,100441,East,497,4,3,439403,LOAN6364,Business Loan,384205,36,15.47,382.52,2019-02-21,2019-02-24,Default,1,3,3.8251809520016726,382.51809520016724,2019,2,February,2019,Medium,Poor,High
CUST6365,27,Female,Married,Bachelor,Business,192310,East,328,5,1,373850,LOAN6365,Education Loan,1090118,12,5.32,566.85,2022-02-20,2022-03-01,Default,1,9,5.66854557745307,566.854557745307,2022,2,February,2022,Very Large,Poor,Very High
CUST6366,65,Female,Divorced,PhD,Salaried,22816,South,633,5,3,362153,LOAN6366,Car Loan,1145983,60,6.22,5022.72,2021-06-05,2021-06-08,Default,1,3,50.227165147265076,5022.716514726508,2021,6,June,2021,Very Large,Fair,Extreme
CUST6367,44,Male,Single,PhD,Business,193860,South,626,3,1,74556,LOAN6367,Education Loan,1170242,36,14.06,603.65,2018-06-19,2018-06-27,Default,1,8,6.036531517590014,603.6531517590014,2018,6,June,2018,Very Large,Fair,Very High
CUST6368,54,Male,Divorced,Master,Unemployed,184791,East,721,1,1,430292,LOAN6368,Education Loan,184404,60,14.94,99.79,2021-05-24,2021-05-31,Default,1,7,0.9979057421627676,99.79057421627677,2021,5,May,2021,Small,Good,Low
CUST6369,25,Male,Single,Bachelor,Self-Employed,105316,North,420,4,4,48146,LOAN6369,Business Loan,952757,60,12.84,904.67,2023-01-31,2023-02-03,Default,1,3,9.046650081659006,904.6650081659006,2023,1,January,2023,Large,Poor,Very High
CUST6370,32,Male,Married,High School,Business,141873,East,533,4,4,122073,LOAN6370,Car Loan,319773,120,14.91,225.39,2020-12-04,2020-12-16,Default,1,12,2.253938381510224,225.3938381510224,2020,12,December,2020,Medium,Poor,Moderate
CUST6371,61,Female,Divorced,Bachelor,Self-Employed,162458,West,708,4,3,304741,LOAN6371,Education Loan,103796,60,11.08,63.89,2020-06-27,2020-07-05,Default,1,8,0.6389097489812752,63.89097489812752,2020,6,June,2020,Small,Good,Low
CUST6372,44,Female,Divorced,Bachelor,Salaried,124308,North,617,2,0,186859,LOAN6372,Car Loan,1372861,12,6.54,1104.4,2020-08-25,2020-08-26,Default,1,1,11.044027737555105,1104.4027737555105,2020,8,August,2020,Very Large,Fair,Extreme
CUST6373,30,Male,Divorced,High School,Salaried,115110,North,718,2,4,260831,LOAN6373,Car Loan,607399,36,11.7,527.67,2020-05-30,2020-06-05,Default,1,6,5.2766831726174965,527.6683172617496,2020,5,May,2020,Large,Good,Very High
CUST6374,55,Male,Married,PhD,Unemployed,98056,South,724,3,0,298611,LOAN6374,Business Loan,1472874,12,8.76,1502.07,2020-04-12,2020-04-17,Default,1,5,15.020743248755814,1502.0743248755814,2020,4,April,2020,Very Large,Good,Extreme
CUST6375,64,Female,Divorced,Master,Business,35556,West,544,0,1,204117,LOAN6375,Education Loan,1270655,12,12.9,3573.67,2021-03-09,2021-03-20,Default,1,11,35.736725165935425,3573.6725165935427,2021,3,March,2021,Very Large,Poor,Extreme
CUST6376,33,Female,Single,Master,Self-Employed,151960,East,722,2,4,493070,LOAN6376,Home Loan,1124958,36,17.26,740.3,2019-04-16,2019-04-27,Default,1,11,7.402987628323243,740.2987628323243,2019,4,April,2019,Very Large,Good,Very High
CUST6377,59,Male,Married,High School,Salaried,105044,North,363,5,4,374908,LOAN6377,Personal Loan,380411,84,14.15,362.14,2021-05-20,2021-06-02,Default,1,13,3.6214443471307263,362.14443471307266,2021,5,May,2021,Medium,Poor,High
CUST6378,23,Female,Single,High School,Unemployed,37563,South,383,3,2,102122,LOAN6378,Car Loan,886473,36,11.16,2359.96,2019-03-26,2019-03-31,Default,1,5,23.5996326172031,2359.9632617203097,2019,3,March,2019,Large,Poor,Extreme
CUST6379,46,Female,Married,High School,Salaried,177867,Central,480,4,4,416313,LOAN6379,Home Loan,354185,24,5.34,199.13,2021-04-27,2021-04-28,Default,1,1,1.9912912457060612,199.1291245706061,2021,4,April,2021,Medium,Poor,Moderate
CUST6380,49,Female,Divorced,Bachelor,Self-Employed,136471,South,520,1,4,488552,LOAN6380,Home Loan,426889,24,13.99,312.81,2018-12-14,2018-12-22,Default,1,8,3.1280565101743227,312.8056510174323,2018,12,December,2018,Medium,Poor,High
CUST6381,43,Female,Divorced,PhD,Business,15035,West,794,2,3,33687,LOAN6381,Car Loan,99459,48,5.26,661.52,2023-06-09,2023-06-23,Default,1,14,6.6151646158962425,661.5164615896242,2023,6,June,2023,Small,Very Good,Very High
CUST6382,27,Male,Married,Bachelor,Unemployed,184803,South,526,0,3,42748,LOAN6382,Car Loan,1069305,48,14.87,578.62,2022-04-09,2022-04-21,Default,1,12,5.786188535900391,578.6188535900391,2022,4,April,2022,Very Large,Poor,Very High
CUST6383,51,Female,Single,High School,Business,106222,South,362,0,1,359481,LOAN6383,Home Loan,140633,84,17.47,132.4,2022-06-23,2022-07-08,Default,1,15,1.3239536065975033,132.39536065975034,2022,6,June,2022,Small,Poor,Moderate
CUST6384,47,Female,Single,PhD,Business,49657,West,823,0,4,85567,LOAN6384,Car Loan,689330,48,12.88,1388.18,2022-01-09,2022-01-18,Default,1,9,13.881829349336448,1388.1829349336447,2022,1,January,2022,Large,Excellent,Extreme
CUST6385,30,Male,Married,High School,Business,165038,South,711,0,2,347501,LOAN6385,Education Loan,535459,12,7.39,324.45,2020-12-07,2020-12-16,Default,1,9,3.244458851900774,324.44588519007743,2020,12,December,2020,Large,Good,High
CUST6386,26,Female,Single,High School,Self-Employed,27509,West,497,5,3,468265,LOAN6386,Home Loan,1134027,48,9.75,4122.39,2019-09-30,2019-10-15,Default,1,15,41.223854011414446,4122.385401141444,2019,9,September,2019,Very Large,Poor,Extreme
CUST6387,58,Male,Divorced,High School,Self-Employed,97867,East,793,1,0,366603,LOAN6387,Car Loan,1028657,120,11.22,1051.08,2020-06-22,2020-07-04,Default,1,12,10.510764609112368,1051.0764609112368,2020,6,June,2020,Very Large,Very Good,Extreme
CUST6388,31,Female,Divorced,High School,Self-Employed,103090,South,503,5,4,51144,LOAN6388,Car Loan,114572,60,16.28,111.14,2018-01-21,2018-02-01,Default,1,11,1.1113784072169948,111.13784072169948,2018,1,January,2018,Small,Poor,Moderate
CUST6389,43,Male,Single,PhD,Business,78946,North,648,1,0,230797,LOAN6389,Education Loan,404721,12,10.94,512.66,2018-07-10,2018-07-22,Default,1,12,5.126554860284245,512.6554860284245,2018,7,July,2018,Medium,Fair,Very High
CUST6390,42,Male,Divorced,PhD,Business,135252,North,795,3,4,93865,LOAN6390,Car Loan,268043,84,6.55,198.18,2020-05-12,2020-05-27,Default,1,15,1.981804335610564,198.1804335610564,2020,5,May,2020,Medium,Very Good,Moderate
CUST6391,33,Female,Divorced,PhD,Salaried,48994,South,360,5,0,416021,LOAN6391,Car Loan,105086,12,16.94,214.49,2018-03-26,2018-03-28,Default,1,2,2.1448748826386903,214.48748826386904,2018,3,March,2018,Small,Poor,Moderate
CUST6392,43,Female,Single,Bachelor,Business,75826,West,889,0,0,28623,LOAN6392,Home Loan,488265,120,7.96,643.93,2020-02-23,2020-03-08,Default,1,14,6.439282040461055,643.9282040461055,2020,2,February,2020,Medium,Excellent,Very High
CUST6393,35,Male,Single,PhD,Unemployed,16269,North,346,3,2,454948,LOAN6393,Car Loan,1455064,84,11.64,8943.78,2022-04-17,2022-04-30,Default,1,13,89.43782654127482,8943.78265412748,2022,4,April,2022,Very Large,Poor,Extreme
CUST6394,59,Male,Married,Master,Self-Employed,101582,East,601,0,1,301303,LOAN6394,Education Loan,229115,48,8.4,225.55,2021-10-01,2021-10-06,Default,1,5,2.2554684885117444,225.54684885117445,2021,10,October,2021,Small,Fair,Moderate
CUST6395,48,Male,Single,High School,Unemployed,160839,Central,757,0,0,398643,LOAN6395,Business Loan,629140,36,15.23,391.16,2018-04-15,2018-04-19,Default,1,4,3.911613476830868,391.16134768308683,2018,4,April,2018,Large,Very Good,High
CUST6396,41,Female,Married,Bachelor,Unemployed,161940,Central,621,5,2,472536,LOAN6396,Education Loan,795916,84,6.07,491.49,2022-06-14,2022-06-17,Default,1,3,4.9148820550821295,491.48820550821296,2022,6,June,2022,Large,Fair,High
CUST6397,29,Male,Divorced,Master,Salaried,78495,North,494,5,4,428760,LOAN6397,Education Loan,1296460,48,13.18,1651.65,2019-06-12,2019-06-14,Default,1,2,16.516466016943756,1651.6466016943757,2019,6,June,2019,Very Large,Poor,Extreme
CUST6398,44,Male,Divorced,Master,Self-Employed,179171,Central,404,5,0,457813,LOAN6398,Business Loan,494143,48,17.89,275.79,2020-08-26,2020-08-28,Default,1,2,2.757940738177495,275.7940738177495,2020,8,August,2020,Medium,Poor,Moderate
CUST6399,39,Female,Single,Master,Unemployed,156014,West,747,5,3,99546,LOAN6399,Car Loan,1079877,60,10.3,692.17,2022-06-29,2022-07-04,Default,1,5,6.921667286269181,692.1667286269181,2022,6,June,2022,Very Large,Very Good,Very High
CUST6400,53,Male,Divorced,PhD,Business,66575,East,380,0,1,259476,LOAN6400,Education Loan,1067967,36,16.17,1604.16,2023-01-01,2023-01-04,Default,1,3,16.041562147953435,1604.1562147953434,2023,1,January,2023,Very Large,Poor,Extreme
CUST6401,54,Female,Single,PhD,Unemployed,75383,Central,590,3,4,330623,LOAN6401,Business Loan,455485,60,10.81,604.23,2019-09-28,2019-10-07,Default,1,9,6.042277436557314,604.2277436557314,2019,9,September,2019,Medium,Fair,Very High
CUST6402,42,Female,Single,PhD,Business,98410,East,406,3,1,160228,LOAN6402,Personal Loan,778756,12,8.63,791.34,2021-11-05,2021-11-20,Default,1,15,7.913382786302205,791.3382786302205,2021,11,November,2021,Large,Poor,Very High
CUST6403,37,Female,Divorced,Bachelor,Salaried,30566,East,449,0,4,405157,LOAN6403,Personal Loan,1224908,36,15.04,4007.42,2018-04-29,2018-05-05,Default,1,6,40.07420009160505,4007.420009160505,2018,4,April,2018,Very Large,Poor,Extreme
CUST6404,33,Female,Single,High School,Unemployed,35995,North,722,0,3,395772,LOAN6404,Car Loan,347639,84,17.9,965.8,2019-01-12,2019-01-13,Default,1,1,9.6579802750382,965.7980275038201,2019,1,January,2019,Medium,Good,Very High
CUST6405,56,Female,Divorced,Bachelor,Business,95040,Central,551,5,0,419850,LOAN6405,Personal Loan,771141,84,7.97,811.39,2020-08-27,2020-09-10,Default,1,14,8.113857323232324,811.3857323232323,2020,8,August,2020,Large,Poor,Very High
CUST6406,48,Female,Married,High School,Business,33740,South,499,0,1,379549,LOAN6406,Personal Loan,348443,120,16.57,1032.73,2020-08-20,2020-08-25,Default,1,5,10.327296976882039,1032.729697688204,2020,8,August,2020,Medium,Poor,Extreme
CUST6407,47,Female,Single,PhD,Business,194650,South,624,3,3,472243,LOAN6407,Car Loan,547925,12,17.65,281.49,2022-05-19,2022-06-03,Default,1,15,2.814924222964295,281.4924222964295,2022,5,May,2022,Large,Fair,Moderate
CUST6408,43,Male,Single,Master,Salaried,165648,North,525,0,0,222880,LOAN6408,Business Loan,469640,36,11.69,283.52,2019-08-15,2019-08-25,Default,1,10,2.8351685501786923,283.5168550178692,2019,8,August,2019,Medium,Poor,Moderate
CUST6409,58,Female,Single,PhD,Business,198635,East,896,2,2,287781,LOAN6409,Education Loan,748320,48,7.79,376.73,2022-03-07,2022-03-17,Default,1,10,3.7673119037430465,376.7311903743047,2022,3,March,2022,Large,Excellent,High
CUST6410,27,Female,Single,Bachelor,Business,179281,South,894,5,4,184686,LOAN6410,Personal Loan,321237,84,11.64,179.18,2020-05-15,2020-05-20,Default,1,5,1.7918072746135953,179.18072746135954,2020,5,May,2020,Medium,Excellent,Moderate
CUST6411,63,Female,Married,High School,Self-Employed,76440,West,489,0,4,244743,LOAN6411,Home Loan,345453,24,5.45,451.93,2019-04-21,2019-04-23,Default,1,2,4.519270015698587,451.9270015698587,2019,4,April,2019,Medium,Poor,High
CUST6412,46,Female,Single,Bachelor,Self-Employed,70349,East,334,2,2,367822,LOAN6412,Business Loan,108413,36,13.98,154.11,2020-02-18,2020-03-01,Default,1,12,1.5410737892507356,154.10737892507356,2020,2,February,2020,Small,Poor,Moderate
CUST6413,42,Female,Divorced,PhD,Salaried,138420,South,763,4,4,477304,LOAN6413,Education Loan,1406641,60,8.72,1016.21,2019-04-02,2019-04-11,Default,1,9,10.162122525646582,1016.2122525646582,2019,4,April,2019,Very Large,Very Good,Extreme
CUST6414,29,Male,Married,Bachelor,Business,20777,Central,541,4,1,493019,LOAN6414,Car Loan,943245,84,9.86,4539.85,2021-09-11,2021-09-14,Default,1,3,45.3985175915676,4539.85175915676,2021,9,September,2021,Large,Poor,Extreme
CUST6415,58,Female,Single,Master,Salaried,125747,East,830,5,0,277953,LOAN6415,Car Loan,90423,120,6.23,71.91,2019-07-13,2019-07-23,Default,1,10,0.7190867376557691,71.9086737655769,2019,7,July,2019,Small,Excellent,Low
CUST6416,29,Female,Divorced,High School,Salaried,68396,South,814,3,2,247925,LOAN6416,Education Loan,1437685,120,17.38,2102.0,2023-02-24,2023-03-02,Default,1,6,21.0200157903971,2102.00157903971,2023,2,February,2023,Very Large,Excellent,Extreme
CUST6417,40,Male,Divorced,High School,Unemployed,95131,West,729,2,4,235476,LOAN6417,Personal Loan,134627,48,6.34,141.52,2022-08-23,2022-09-01,Default,1,9,1.4151748641347195,141.51748641347194,2022,8,August,2022,Small,Good,Moderate
CUST6418,36,Male,Divorced,High School,Business,120698,North,730,5,3,80577,LOAN6418,Business Loan,761114,84,8.25,630.59,2021-12-03,2021-12-13,Default,1,10,6.305937132346849,630.593713234685,2021,12,December,2021,Large,Good,Very High
CUST6419,59,Female,Married,PhD,Unemployed,109231,South,505,0,3,57791,LOAN6419,Car Loan,911392,24,10.4,834.37,2018-04-17,2018-04-28,Default,1,11,8.343711949904332,834.3711949904332,2018,4,April,2018,Large,Poor,Very High
CUST6420,38,Female,Single,PhD,Business,167153,South,311,1,2,269364,LOAN6420,Business Loan,646120,60,8.83,386.54,2021-06-23,2021-06-29,Default,1,6,3.865440644200224,386.5440644200224,2021,6,June,2021,Large,Poor,High
CUST6421,40,Male,Divorced,PhD,Business,76502,Central,477,5,1,433051,LOAN6421,Personal Loan,1031215,84,7.19,1347.96,2019-10-31,2019-11-08,Default,1,8,13.479582233144232,1347.958223314423,2019,10,October,2019,Very Large,Poor,Extreme
CUST6422,45,Female,Divorced,Bachelor,Salaried,28194,South,612,5,3,192360,LOAN6422,Personal Loan,443011,12,16.79,1571.3,2020-11-22,2020-11-24,Default,1,2,15.712953110590906,1571.2953110590906,2020,11,November,2020,Medium,Fair,Extreme
CUST6423,53,Male,Divorced,Bachelor,Self-Employed,24424,South,551,2,1,76417,LOAN6423,Home Loan,1156538,120,7.15,4735.25,2021-11-13,2021-11-15,Default,1,2,47.35252210940059,4735.252210940059,2021,11,November,2021,Very Large,Poor,Extreme
CUST6424,39,Male,Divorced,PhD,Business,107185,East,624,2,3,456356,LOAN6424,Business Loan,205280,120,13.06,191.52,2018-04-12,2018-04-14,Default,1,2,1.9151933572794702,191.519335727947,2018,4,April,2018,Small,Fair,Moderate
CUST6425,41,Male,Married,Master,Salaried,193203,North,858,0,3,340788,LOAN6425,Education Loan,536734,24,12.38,277.81,2019-09-01,2019-09-07,Default,1,6,2.778083156058653,277.80831560586535,2019,9,September,2019,Large,Excellent,Moderate
CUST6426,32,Female,Married,PhD,Self-Employed,177665,North,516,1,4,424138,LOAN6426,Personal Loan,1397652,36,6.03,786.68,2022-12-31,2023-01-14,Default,1,14,7.866782990459573,786.6782990459573,2022,12,December,2023,Very Large,Poor,Very High
CUST6427,46,Female,Married,PhD,Self-Employed,159977,Central,532,5,4,424590,LOAN6427,Business Loan,813783,36,7.14,508.69,2018-05-17,2018-05-24,Default,1,7,5.086874988279565,508.68749882795646,2018,5,May,2018,Large,Poor,Very High
CUST6428,28,Female,Single,PhD,Salaried,190515,North,313,3,3,104787,LOAN6428,Home Loan,570566,36,14.11,299.49,2021-07-08,2021-07-23,Default,1,15,2.994861297010734,299.4861297010734,2021,7,July,2021,Large,Poor,Moderate
CUST6429,37,Female,Single,Master,Salaried,118409,South,358,4,3,359668,LOAN6429,Business Loan,844719,48,11.19,713.39,2020-01-12,2020-01-25,Default,1,13,7.133908740045098,713.3908740045098,2020,1,January,2020,Large,Poor,Very High
CUST6430,42,Female,Divorced,High School,Unemployed,73446,West,411,0,3,49984,LOAN6430,Business Loan,106430,24,17.93,144.91,2018-04-03,2018-04-05,Default,1,2,1.4490918497944068,144.90918497944068,2018,4,April,2018,Small,Poor,Moderate
CUST6431,47,Male,Married,PhD,Salaried,113963,East,300,2,3,251427,LOAN6431,Personal Loan,479140,60,14.92,420.43,2023-03-31,2023-04-13,Default,1,13,4.204347024911594,420.4347024911594,2023,3,March,2023,Medium,Poor,High
CUST6432,64,Female,Single,Master,Unemployed,120296,Central,611,3,2,259762,LOAN6432,Home Loan,766780,24,7.22,637.41,2019-12-19,2019-12-30,Default,1,11,6.374110527365831,637.4110527365831,2019,12,December,2019,Large,Fair,Very High
CUST6433,23,Male,Divorced,PhD,Self-Employed,19342,North,708,3,2,177004,LOAN6433,Personal Loan,1188165,84,5.04,6142.93,2022-04-21,2022-04-27,Default,1,6,61.42927308447937,6142.927308447937,2022,4,April,2022,Very Large,Good,Extreme
CUST6434,40,Female,Single,High School,Salaried,98438,South,444,4,2,252689,LOAN6434,Car Loan,1298522,24,12.39,1319.13,2021-05-10,2021-05-17,Default,1,7,13.191267599910603,1319.1267599910602,2021,5,May,2021,Very Large,Poor,Extreme
CUST6435,52,Male,Single,Master,Business,196066,North,394,3,4,202760,LOAN6435,Personal Loan,1216863,84,13.58,620.64,2020-01-15,2020-01-20,Default,1,5,6.206394785429397,620.6394785429396,2020,1,January,2020,Very Large,Poor,Very High
CUST6436,46,Female,Married,High School,Self-Employed,134274,Central,502,4,1,445850,LOAN6436,Home Loan,865124,60,5.99,644.3,2018-11-03,2018-11-13,Default,1,10,6.442974812696427,644.2974812696427,2018,11,November,2018,Large,Poor,Very High
CUST6437,63,Female,Married,Master,Unemployed,152430,West,806,4,3,420572,LOAN6437,Home Loan,998164,12,7.88,654.83,2020-10-02,2020-10-06,Default,1,4,6.548343501935315,654.8343501935315,2020,10,October,2020,Large,Excellent,Very High
CUST6438,30,Male,Married,High School,Unemployed,190895,North,524,4,4,370733,LOAN6438,Business Loan,315250,12,7.06,165.14,2021-04-21,2021-04-24,Default,1,3,1.651431415175882,165.1431415175882,2021,4,April,2021,Medium,Poor,Moderate
CUST6439,60,Female,Divorced,PhD,Self-Employed,16811,Central,615,4,2,251582,LOAN6439,Education Loan,956890,24,12.06,5692.05,2019-11-26,2019-11-28,Default,1,2,56.92046874070549,5692.046874070549,2019,11,November,2019,Large,Fair,Extreme
CUST6440,59,Female,Divorced,Bachelor,Self-Employed,145158,East,779,0,2,62276,LOAN6440,Business Loan,598941,60,16.84,412.61,2022-02-25,2022-03-10,Default,1,13,4.1261315256479145,412.61315256479145,2022,2,February,2022,Large,Very Good,High
CUST6441,60,Female,Single,Master,Business,50511,Central,887,0,4,156669,LOAN6441,Car Loan,270310,60,8.87,535.15,2023-03-28,2023-04-05,Default,1,8,5.351507592405615,535.1507592405615,2023,3,March,2023,Medium,Excellent,Very High
CUST6442,40,Female,Married,Master,Self-Employed,40189,North,743,2,1,404501,LOAN6442,Education Loan,392815,24,17.56,977.42,2018-09-21,2018-10-03,Default,1,12,9.774191943068999,977.4191943069,2018,9,September,2018,Medium,Very Good,Very High
CUST6443,23,Male,Single,High School,Unemployed,136491,South,327,5,0,341221,LOAN6443,Education Loan,126822,24,16.63,92.92,2020-03-01,2020-03-06,Default,1,5,0.9291601644064443,92.91601644064443,2020,3,March,2020,Small,Poor,Low
CUST6444,65,Female,Divorced,PhD,Unemployed,198755,West,797,5,1,86786,LOAN6444,Personal Loan,1136953,36,16.69,572.04,2022-12-27,2023-01-09,Default,1,13,5.720374330205529,572.037433020553,2022,12,December,2023,Very Large,Very Good,Very High
CUST6445,32,Female,Single,High School,Salaried,113176,Central,776,5,0,67366,LOAN6445,Car Loan,307670,24,17.51,271.85,2023-03-24,2023-04-04,Default,1,11,2.7185092245705804,271.85092245705806,2023,3,March,2023,Medium,Very Good,Moderate
CUST6446,28,Male,Married,Bachelor,Unemployed,77937,Central,508,5,2,81770,LOAN6446,Personal Loan,1105705,120,14.02,1418.72,2022-05-25,2022-06-09,Default,1,15,14.187163991428974,1418.7163991428974,2022,5,May,2022,Very Large,Poor,Extreme
CUST6447,64,Female,Single,PhD,Self-Employed,31455,West,585,3,2,355923,LOAN6447,Education Loan,103935,12,11.99,330.42,2022-05-28,2022-06-03,Default,1,6,3.3042441583214117,330.42441583214116,2022,5,May,2022,Small,Fair,High
CUST6448,61,Female,Divorced,Bachelor,Self-Employed,82287,South,360,0,1,431044,LOAN6448,Business Loan,959787,84,15.1,1166.39,2019-02-15,2019-02-25,Default,1,10,11.663895876626928,1166.3895876626927,2019,2,February,2019,Large,Poor,Extreme
CUST6449,32,Female,Single,High School,Business,88844,West,755,3,3,415830,LOAN6449,Home Loan,1054718,48,5.72,1187.16,2021-06-08,2021-06-16,Default,1,8,11.871572644185314,1187.1572644185314,2021,6,June,2021,Very Large,Very Good,Extreme
CUST6450,41,Male,Single,Bachelor,Salaried,159784,Central,559,2,3,129031,LOAN6450,Home Loan,317339,12,13.4,198.6,2019-06-19,2019-06-26,Default,1,7,1.9860499173884745,198.60499173884745,2019,6,June,2019,Medium,Poor,Moderate
CUST6451,50,Male,Divorced,Bachelor,Self-Employed,148841,East,655,3,4,89119,LOAN6451,Education Loan,757492,48,11.76,508.93,2020-04-24,2020-05-01,Default,1,7,5.089269757660859,508.92697576608595,2020,4,April,2020,Large,Fair,Very High
CUST6452,28,Female,Divorced,Master,Salaried,198420,West,322,0,0,426210,LOAN6452,Personal Loan,487494,48,6.88,245.69,2018-05-09,2018-05-11,Default,1,2,2.4568793468400365,245.68793468400366,2018,5,May,2018,Medium,Poor,Moderate
CUST6453,56,Male,Single,PhD,Self-Employed,144050,West,437,3,0,291484,LOAN6453,Home Loan,1493218,24,14.59,1036.6,2022-03-23,2022-04-01,Default,1,9,10.365970149253732,1036.5970149253733,2022,3,March,2022,Very Large,Poor,Extreme
